high-profile		ADJECTIVE	A high-profile person or event is known about by a lot of people and receives a lot of attention from television, newspapers, etc.
history	a history of sth	NOUN; PHRASE	If you have a history of a particular problem or illness, you have already suffered from it.
hold	not hold water	VERB; PHRASE	If you say that an argument doesn't hold water, you mean that it can't possibly be true.
hold		NOUN	when you hold something or someone, or the way you do this
hold	on hold	NOUN; PHRASE	If a plan or activity is on hold, it will not be done until a later time.
hollow	ring hollow	ADJECTIVE; PHRASE	If something someone says rings hollow, it does not sound true or sincere.
home	make yourself at home	NOUN; PHRASE	to behave in a relaxed way in a place, as if it was your own home
homeless	the homeless	NOUN; PHRASE	people who are homeless
hopeful		ADJECTIVE	If something is hopeful, it gives you reason to believe that what you want to happen will happen.
hospitable		ADJECTIVE	A hospitable person or place is friendly, pleasant, and welcomes visitors.
how	how come	ADVERB; PHRASE	used to ask why or how something has happened
how	how far	ADVERB; PHRASE	used to talk about how true something is
hysterical		ADJECTIVE	If someone is hysterical, they cannot control their feelings or behaviour because they are extremely frightened, angry, excited, etc.
if	if not	CONJUNCTION; PHRASE	used to say what the situation will be if something does not happen
if	if so	CONJUNCTION; PHRASE	if this is the case
imaginative		ADJECTIVE	Something which is imaginative is new or clever and often unusual.
imaginative		ADJECTIVE	Someone who is imaginative is able to create new and interesting ideas or things.
imperative		ADJECTIVE	When an action or process is imperative, it is extremely important that it happens or is done.
import		NOUN	when you import something into a country
impossible		ADJECTIVE	If an action or event is impossible, it cannot happen or be done.
impressive		ADJECTIVE	Someone or something that is impressive makes you admire and respect them.
improvement	room for improvement	NOUN; PHRASE	If there is room for improvement, something can be made better.
in		PREPOSITION	arranged or divided in a particular way
in	in general	PREPOSITION; PHRASE	usually, or in most situations
in		PREPOSITION	expressed or written in a particular way
in	in case of sth	PREPOSITION; PHRASE	when something happens, or in preparation for when something happens
in	in sb's eyes	PREPOSITION; PHRASE	in someone's opinion
in	in due course	PREPOSITION; PHRASE	at a suitable time in the future
in	in other words	PREPOSITION; PHRASE	used to explain what something means in a different way
in	in writing	PREPOSITION; PHRASE	An agreement that is in writing is official and is proof of that agreement.
in	in season	PREPOSITION; PHRASE	if vegetables or fruit are in season, they are available and ready to eat.
in	in honour of sb/sth	PREPOSITION; PHRASE	in order to celebrate or show great respect for someone or something
in	in person	PREPOSITION; PHRASE	If you do something in person, you go somewhere to do it yourself.
in	in practice	PREPOSITION; PHRASE	If something is true in practice, this is the real situation.
in	in private	PREPOSITION; PHRASE	in a place where nobody else can hear you or see what you are doing
in	in this respect/in many respects	PREPOSITION; PHRASE	in a particular way, or in many ways
in	in stock	PREPOSITION; PHRASE	available in a shop
in	in those days	PREPOSITION; PHRASE	used to talk about a period in the past
in	in accordance with sth	PREPOSITION; PHRASE	in the way described by a rule, law, or wish
in	in aid of sb/sth	PREPOSITION; PHRASE	in order to collect money for a group of people who need it
in	in bulk	PREPOSITION; PHRASE	in large amounts
in	in common with sb/sth	PREPOSITION; PHRASE	in the same way as someone or something
in	in demand	PREPOSITION; PHRASE	wanted or needed in large numbers
in	be in the public eye	PREPOSITION; PHRASE	to be famous and often featured in the media
in	in sb's favour	PREPOSITION; PHRASE	If something is in your favour, it helps you to win or succeed.
in	in the form of sth	PREPOSITION; PHRASE	the particular way in which something appears or exists
in	in the light of sth	PREPOSITION; PHRASE	If something is done or happens in the light of facts, it is done or happens because of those facts.
in	in moderation	PREPOSITION; PHRASE	If you do something in moderation, you do not do it too much.
in	be in position	PREPOSITION; PHRASE	If someone or something is in position, they are in the place that they should be in.
in	in reverse	PREPOSITION; PHRASE	in the opposite order or way
in	in a sense	PREPOSITION; PHRASE	thinking about something in a particular way
in	in short	PREPOSITION; PHRASE	in a few words
in	in anticipation (of)	PREPOSITION; PHRASE	expecting something to happen or in preparation for something happening
in	in cold blood	PREPOSITION; PHRASE	in a cruel way, without showing any emotion
in	be in the same boat	PREPOSITION; PHRASE	to be in the same unpleasant situation as other people
in	in the clear	PREPOSITION; PHRASE	not in a difficult situation or having problems any more
in	in confidence	PREPOSITION; PHRASE	If you tell something to someone in confidence, you do not want them to tell anyone else.
in	in the name of sth	PREPOSITION; PHRASE	If bad things are done in the name of something, they are done in order to help that thing succeed.
in	in the vicinity (of sth)	PREPOSITION; PHRASE	in the area near a place
in	in memory of sb	PREPOSITION; PHRASE	If you do something in memory of a dead person, you do it to show your respect or love for them.
in	in your mind's eye	PREPOSITION; PHRASE	in your imagination or memory
in	in miniature	PREPOSITION; PHRASE	If something is in miniature, it is a very small copy of something else.
in	in favour of sb/sth	PREPOSITION; PHRASE	If you refuse or get rid of someone or something in favour of someone or something else, you choose them instead.
in	in its infancy	PREPOSITION; PHRASE	Something that is in its infancy has only just begun to develop.
in	in the interest(s) of sth	PREPOSITION; PHRASE	in order to achieve a particular situation or quality
in	in perspective	PREPOSITION; PHRASE	when things are in perspective, you think about them in a sensible and realistic way, and understand how important or unimportant they really are
in	in place	PREPOSITION; PHRASE	in the correct position
in	in place	PREPOSITION; PHRASE	If a rule, system, etc. is in place, it has started to exist.
in	in principle	PREPOSITION; PHRASE	If you agree with something in principle, you agree with the idea or plan although you do not know the details or you do not know if it will be possible.
in	in the process	PREPOSITION; PHRASE	If something is being done, and something else happens in the process, the second thing happens as a result of doing the first thing.
in	in proportion to	PREPOSITION; PHRASE	If something changes in proportion to another thing, it changes to the same degree as that thing.
in	in the red	PREPOSITION; PHRASE	If your bank account is in the red, you have spent more money than there was in it.
in	in retrospect	PREPOSITION; PHRASE	thinking now about something in the past
in	in a rut	PREPOSITION; PHRASE	in a bad situation where you do the same things all the time, or where it is impossible to make progress
in	be in good taste	PREPOSITION; PHRASE	to be acceptable in a way that will not upset or anger people
in	be in bad/poor taste	PREPOSITION; PHRASE	to be unacceptable in a way that will upset or anger people
in	in no uncertain terms	PREPOSITION; PHRASE	in a direct and often angry way
in	be in tune with sb/sth	PREPOSITION; PHRASE	to understand what someone wants or needs or to understand a situation and act in a way that is suitable for it
in		ADVERB	given or sent to someone official in order to be read
in	be in for sth	ADVERB; PHRASE	If someone is in for a surprise, treat, shock, etc., it will happen to them soon.
inclusive		ADJECTIVE	An inclusive price or amount includes everything.
increase	on the increase	NOUN; PHRASE	If something is on the increase, it is happening more often.
independent		ADJECTIVE	An independent country is not governed or ruled by another country.
infancy	in its infancy	NOUN; PHRASE	Something that is in its infancy has only just begun to develop.
infectious		ADJECTIVE	An infectious disease can be passed from one person to another.
influence	be a bad/good influence (on sb)	NOUN; PHRASE	If someone or something is a bad/good influence on someone, they have a bad/good effect on them.
innate		ADJECTIVE	An innate quality or ability is one that you were born with, not one you have learned.
inseparable		ADJECTIVE	Two things that are inseparable are so closely connected that you cannot consider them separately.
inseparable		ADJECTIVE	People who are inseparable are always together because they are such good friends.
inside		ADVERB	If you have a feeling inside, you have a feeling although you might not show it to other people.
inside	inside out	NOUN; PHRASE	If a piece of clothing is inside out, the part that is usually outside is on the inside.
interesting		ADJECTIVE	Someone or something that is interesting keeps your attention because they are unusual, exciting, or have a lot of ideas.
interview		VERB	to ask someone questions in an interview
intimate		ADJECTIVE	If a place or event is intimate, it is small in a way that feels comfortable or private.
intransitive		ADJECTIVE	An intransitive verb does not have an object.
intrinsic		ADJECTIVE	An intrinsic quality or thing forms part of the basic character of something or someone.
iron		VERB	to make clothes flat and smooth using an iron
ironic		ADJECTIVE	An ironic situation is strange because it is the opposite of what you would expect.
irregular		ADJECTIVE	In grammar, an irregular verb, noun, adjective, etc. does not obey the usual rules for words in the language.
irreversible		ADJECTIVE	Something that is irreversible cannot be changed back to how it was before.
jet		NOUN	an aircraft with a jet engine, which is able to fly very fast
job	out of a job	NOUN; PHRASE	without a job
job	it's a good job	NOUN; PHRASE	If it is a good job that something happened, it is lucky that it happened.
job	do the job	NOUN; PHRASE	If something does the job, it is suitable for a particular purpose.
join		VERB	If roads or rivers join, they meet at a particular point.
join	join forces	VERB; PHRASE	When two people or groups join forces, they act or work together.
joke	crack a joke	NOUN; PHRASE	to tell a joke
judge	a bad/good, etc. judge of sth	NOUN; PHRASE	someone who is usually wrong/usually right, etc. when they judge something
jury	the jury is (still) out	NOUN; PHRASE	If the jury is (still) out on a subject, people do not yet know the answer or have a definite opinion about it.
justify	justify yourself	VERB; PHRASE	If you justify yourself, you give a good reason for what you have done.
know		VERB	If you know a subject, you are familiar with it and understand it.
know	know sth inside out	VERB; PHRASE	to know everything about something
know	know your stuff	VERB; PHRASE	to know a lot about a subject, or to be very good at doing something
knowingly		ADVERB	If you knowingly do something, you mean to do it although it is wrong.
knowledge	a working knowledge of sth	NOUN; PHRASE	knowledge about something which is good enough to be useful
known		ADJECTIVE	recognised or known about by most people
known	be known to do sth	ADJECTIVE; PHRASE	if something or someone is known to do something, people know that it is true or happens
land		VERB	to arrive at a place in a plane or a boat, or to make a plane or a boat reach the land
lap		NOUN	Your lap is the top part of your legs when you are sitting down.
large	loom large	ADJECTIVE; PHRASE	If something looms large, it becomes very important and often causes worry.
last		ADJECTIVE; DETERMINER	The last book, house, job, etc. is the one before the present one.
last	last but not least	ADVERB; PHRASE	something that you say to introduce the last person or thing on a list
last	the last sb heard/saw of sb	NOUN; PRONOUN; PHRASE	the last time someone heard anything about a person or the last time they saw them
law	by law	NOUN; PHRASE	If you have to do something by law, it is illegal not to do it.
law	take the law into your own hands	NOUN; PHRASE	to do something illegal in order to punish someone because you know that the law will not punish that person
lazy		ADJECTIVE	Someone who is lazy does not like working or using any effort.
lead		ADJECTIVE	The lead performer or lead part in a performance is the main performer or part.
leave	leave sb doing sth	VERB; PHRASE	If you leave something or someone doing something, you allow them to continue doing it, or they continue doing it when you go away.
leave	leave someone to their own devices	VERB; PHRASE	to leave someone to do what they want to do
left		NOUN	the left side of your body, or the direction towards this side
legal	legal action	ADJECTIVE; PHRASE	a legal process in a court
length	at length	NOUN; PHRASE	If you talk about something at length, you talk for a long time.
lenient		ADJECTIVE	A lenient punishment is not severe.
life	for life	NOUN; PHRASE	for the whole of someone's life
light		NOUN	a piece of equipment which produces light, such as a lamp or a light bulb
light	in the light of sth	NOUN; PHRASE	If something is done or happens in the light of facts, it is done or happens because of those facts.
light	come to light	NOUN; PHRASE	If information about something bad comes to light, it is discovered.
light	bring sth to light	NOUN; PHRASE	If information about something bad is brought to light, it is discovered.
light		ADJECTIVE	lit by the natural light of the day
light		VERB	to produce light somewhere so that you can see things
like	likes and dislikes	NOUN; PHRASE	things that you do and do not like
line	a fine/thin line	NOUN; PHRASE	If there is a fine line between one thing and another, they are very similar. You often say this when one thing is acceptable and the other is not.
line	(be) on the line	NOUN; PHRASE	If someone's job, reputation, life, etc. is on the line, they may lose it.
line	draw the line (at sth)	NOUN; PHRASE	If someone says they know where to draw the line, they are talking about knowing at what point an activity or situation becomes unacceptable because it is wrong or too extreme
line	(be) out of line	NOUN; PHRASE	If someone's actions or words are out of line, they are not suitable or acceptable.
list		VERB	to make a list, or to include something in a list
literal		ADJECTIVE	The literal meaning of a word or phrase is its real or original meaning.
live		ADJECTIVE	A live radio or television programme is seen or heard as it happens.
loan	on loan	NOUN; PHRASE	If something is on loan, someone is borrowing it.
location	on location	NOUN; PHRASE	If a film or television programme is made on location, it is made at a place suitable to the story.
lonely		ADJECTIVE	A lonely place is a long way from where people live.
long		ADVERB	for a long time
long	for long	ADVERB; PHRASE	for a long time
long	long ago	ADVERB; PHRASE	If something happened long ago, it happened a great amount of time ago.
long	long before	ADVERB; PHRASE	a long period of time before something
look		NOUN	when you look at someone or something
look		NOUN	when you look for someone or something
lost		ADJECTIVE	If something is lost, no one knows where it is.
loud	out loud	ADVERB; PHRASE	If you say or read something out loud, you say or read it so that other people can hear you.
love		NOUN	a person that you love and feel attracted to
lucky		ADJECTIVE	If an object is lucky, some people believe that it gives you luck.
lucrative		ADJECTIVE	If something is lucrative, it makes a lot of money.
magic		ADJECTIVE	relating to magic
make	make up your mind or make your mind up	VERB; PHRASE	to make a decision
make	make the/sb's bed	VERB; PHRASE	to put sheets and covers on a bed or to make the sheets and covers on a bed neat
make	to make matters worse	VERB; PHRASE	to make a situation more difficult, unpleasant, etc.
make	make a fool (out) of sb	VERB; PHRASE	to make someone look stupid intentionally
make	make fun of sb/sth	VERB; PHRASE	to make a joke about someone or something in an unkind way
make	make your blood boil	VERB; PHRASE	to make you extremely angry
make	make sb's day	VERB; PHRASE	to make someone very happy
make	make a nonsense of sth	VERB; PHRASE	to spoil something or make it seem stupid
make	make your way	VERB; PHRASE	to be successful and make progress in your work
make	make a go of sth	VERB; PHRASE	to try to make something succeed, usually by working hard
male		NOUN	a male person or animal
march		VERB	When soldiers march, they walk together with regular steps.
match	strike a match	NOUN; PHRASE	to light a match in order to produce fire
match		VERB	If two things match, they are the same colour or type.
matter	a matter of course	NOUN; PHRASE	If something happens as a matter of course, it always happens as part of the normal process or system.
matter	it's only a matter of time	NOUN; PHRASE	If you say that it is only a matter of time before something happens, you are sure it will happen but you do not know when.
matter	be no laughing matter	NOUN; PHRASE	If a subject is no laughing matter, it is serious and not something that people should joke about.
matter	a matter of confidence/luck/waiting, etc.	NOUN; PHRASE	If something is a matter of confidence/luck/waiting, etc., that is what you need for it to happen.
maximum		ADJECTIVE	The maximum amount of something is the largest amount that is allowed or possible.
may	may as well do sth	MODAL VERB; PHRASE	If you may as well do something, it will not spoil the situation if you do that thing.
mean		ADJECTIVE	A mean person does not like spending money, especially on other people.
mean		ADJECTIVE	In maths, a mean number is an average number.
meaning		NOUN	The meaning of words, signs, or actions is what they express or represent.
mechanical		ADJECTIVE	If you do something in a mechanical way, you do it without emotion or without thinking about it.
meet	pleased to meet you	VERB; PHRASE	a polite way of greeting someone when you meet them for the first time
meet		VERB	If a group of people meet, they come to a place in order to do something.
melt		VERB	If something melts, it changes from a solid into a liquid because of heat and if you melt something, you heat it until it becomes liquid.
memorable		ADJECTIVE	If an occasion is memorable, you will remember it for a long time because it is so good.
memory	in memory of sb	NOUN; PHRASE	If you do something in memory of a dead person, you do it to show your respect or love for them.
merge		VERB	If two or more things merge, they combine or join, and if you merge two or more things, you combine or join them.
mess		NOUN	Something or someone that is a mess or is in a mess, looks dirty or untidy.
might	might as well do sth	MODAL VERB; PHRASE	If you may/might as well do something, it will not spoil the situation if you do that thing.
mind	cross your mind	NOUN; PHRASE	If an idea crosses your mind, you think about it for a short time.
mind	come to mind	NOUN; PHRASE	If an idea comes to mind, you think of it.
mind	blow your mind	NOUN; PHRASE	If something blows your mind, you are very excited or surprised by it.
mind	spring to mind	NOUN; PHRASE	If an idea springs to mind, it is the first thing you think of.
mind	slip your mind	NOUN; PHRASE	If something slips your mind, you forget about it.
miniature	in miniature	NOUN; PHRASE	If something is in miniature, it is a very small copy of something else.
minimum		ADJECTIVE	The minimum amount of something is the smallest amount that is allowed, needed, or possible.
miserable		ADJECTIVE	A miserable amount is too small to be acceptable.
missing		ADJECTIVE	If someone or something is missing, you cannot find them because they are not in their usual place.
mistake	by mistake	NOUN; PHRASE	If you do something by mistake, you do it without intending to.
mistaken		ADJECTIVE	If you are mistaken, or you have a mistaken belief, you are wrong about something.
misty		ADJECTIVE	If the weather is misty, there is a cloud of small drops of water in the air, which makes it difficult to see objects which are not near.
mix		VERB	If two or more substances mix, they combine to make one substance, and if you mix two or more substances, you combine them to make one substance.
mobile		NOUN	a mobile phone
moderation	in moderation	NOUN; PHRASE	If you do something in moderation, you do not do it too much.
modest		ADJECTIVE	If you are modest, you do not talk in a proud way about your skills or successes.
moment	for the moment	NOUN; PHRASE	If you do something for the moment, you are doing it now, but might do something different in the future.
moment	on the spur of the moment	NOUN; PHRASE	If you do something on the spur of the moment, you do it suddenly, without planning it.
monotonous		ADJECTIVE	If something is monotonous, it is boring because it stays the same.
more	any more	DETERMINER; PRONOUN; PHRASE	If you do not do something or something does not happen any more, you have stopped doing it or it does not now happen.
more	once more	DETERMINER; PRONOUN; PHRASE	one more time
more	more and more	ADVERB; PHRASE	more as time passes
morning	(Good) morning	NOUN; PHRASE	used to say hello to someone in the morning
morning	in the morning	NOUN; PHRASE	tomorrow morning
much		DETERMINER; PRONOUN	In questions, 'much' is used to ask about the amount of something.
much		DETERMINER; PRONOUN	In negative sentences, 'much' is used to say that there is not a large amount of something.
muscle	pull a muscle	NOUN; PHRASE	to injure a muscle by stretching it too much
mutual		ADJECTIVE	When two or more people have a mutual feeling, they have the same opinion about each other.
mutual		ADJECTIVE	When two or more people have a mutual friend or interest, they have the same one.
naive		ADJECTIVE	If someone is naive, they believe things too easily and do not have enough experience of the world.
naked		ADJECTIVE	A naked feeling or quality is not hidden, although it is bad.
naked	the naked eye	ADJECTIVE; PHRASE	If something can be seen by the naked eye, it is big enough to be seen without special equipment.
name	in the name of sth	NOUN; PHRASE	If bad things are done in the name of something, they are done in order to help that thing succeed.
name	as the/its name implies	NOUN; PHRASE	used to show that the name of something tells you something about it
name		VERB	to give someone or something a name
name		VERB	to say what something's or someone's name is
narrow	a narrow escape	ADJECTIVE; PHRASE	If you have a narrow escape, you only just avoid danger.
nationality		NOUN	If you have American/British/Swiss, etc. nationality, you are legally a member of that country.
native		ADJECTIVE	Your native town or country is the place where you were born.
natural		ADJECTIVE	Something that is natural exists or happens because of nature, not because it was made or done by people.
natural		ADJECTIVE	If you have a natural characteristic, it is something you have been born with.
naughty		ADJECTIVE	When children are naughty, or their behaviour is naughty, they behave badly.
neck		NOUN	the part of a piece of clothing that goes around your neck
neck	neck and neck	NOUN; PHRASE	If two people who are competing are neck and neck, they are very close and either of them could win.
need		VERB	If you need something, you must have it.
need	need to do sth	VERB; PHRASE	If you need to do something, it is necessary to do it.
need	no need	NOUN; PHRASE	If there is no need to do something or no need for something, it is not necessary or it is wrong.
need	be in need of sth	NOUN; PHRASE	to need something
need	needs	NOUN; PHRASE	the things you need in order to have a good life
needle	thread a needle	NOUN; PHRASE	to push thread through the hole in a needle
negative		ADJECTIVE	A negative sentence or phrase is one which contains a word such as 'not', 'no', 'never' or 'nothing'.
negative		ADJECTIVE	A negative effect is bad and causes damage to something.
nest		VERB	to live in a nest or build a nest
never-ending		ADJECTIVE	If something is never-ending, it continues for ever.
new	new blood	ADJECTIVE; PHRASE	new people in an organization who will provide new ideas and energy
next		ADJECTIVE	The next time, event, person, or thing is the one nearest to now or the one that follows the present one.
next		ADJECTIVE	The next place is the one nearest to the present one.
next		ADVERB	The time when you next do something is the first time you do it again.
next	the weekend/week/Thursday, etc. after next	PRONOUN; PHRASE	the weekend/week/Thursday, etc. that follows the next one
night	a sleepless night	NOUN; PHRASE	a night when you are not able to sleep
no	no need	DETERMINER; PHRASE	If there is no need to do something or no need for something, it is not necessary or it is wrong.
none	be none of sb's business	PRONOUN; PHRASE	If something is none of someone's business, they do not need to know about it, although they want to, because it does not affect them.
nonsense		NOUN	If something someone has said or written is nonsense, it is silly and not true.
north	the north	NOUN; PHRASE	the part of an area that is further towards the north than the rest
north		ADJECTIVE	in or forming the north part of something
north		ADVERB	towards the north
northeast		NOUN	the direction which is between north and east or the northeast part of a country
northeast		ADJECTIVE	in the northeast, or facing towards the northeast
northwest		NOUN	the direction which is between north and west or the northwest part of a country
northwest		ADJECTIVE	in the northwest, or facing towards the northwest
nose	under your nose	NOUN; PHRASE	If something bad happens under your nose, it happens close to you but you do not notice it.
not	or not	ADVERB; PHRASE	used to express the possibility that something might not happen
not	if not	ADVERB; PHRASE	used to say what the situation will be if something does not happen
not	not too	ADVERB; PHRASE	used before adjectives and adverbs to mean 'not very'
not	not even	ADVERB; PHRASE	used to emphasize the fact that something does not happen or is not true
not	not at all	ADVERB; PHRASE	used to say 'no' or 'not' strongly
not	not quite	ADVERB; PHRASE	almost but not completely
not	not in the least	ADVERB; PHRASE	not at all
nothing	be/have nothing to do with sb	PRONOUN; PHRASE	If something is or has nothing to do with you, you have no good reason to know about it or be involved with it.
now	now and then	ADVERB; PHRASE	If something happens now and then, it happens sometimes but not very often.
nowhere	from/out of nowhere	ADVERB; PHRASE	If someone or something appears out of nowhere, it appears suddenly or unexpectedly.
nowhere	get you nowhere	ADVERB; PHRASE	If something gets you nowhere, it does not help you to succeed.
nuclear		ADJECTIVE	relating to weapons that use nuclear power
number		NOUN	a telephone number
number		VERB	to give something a number
number		VERB	If people or things number a particular amount, there are that many of them.
obligatory		ADJECTIVE	If something is obligatory, you must do it because of a rule or duty.
obscene		ADJECTIVE	An obscene amount of something is shocking or morally wrong because it is too large.
odds	against all (the) odds	NOUN; PHRASE	If you do or achieve something against all the odds, you succeed although you were not likely to.
of	of your own accord	PREPOSITION; PHRASE	If you do something of your own accord, you choose to do it and no one else forces you.
off		ADVERB	If a price has a certain amount of money off, it costs that much less than the usual price.
off		PREPOSITION	If someone such as a doctor or a soldier is off duty, they are not working.
off	off the record	PREPOSITION; PHRASE	If you say something off the record, you do not want the public to know about it.
off	off limits	PREPOSITION; PHRASE	If an area is off limits, you are not allowed to enter it.
off		ADJECTIVE	If food or drink is off, it is not now fresh and good to eat or drink.
officer		NOUN	a police officer
official		ADJECTIVE	An official explanation or statement is one that is given, but which may not be true.
often		ADVERB	If something often happens or is often true, it is normal for it to happen or it is usually true.
often	every so often	ADVERB; PHRASE	sometimes, but not often
on		PREPOSITION	on or onto a surface
on	on sale	PREPOSITION; PHRASE	available to buy in a shop, on the Internet, etc.
on	on board	PREPOSITION; PHRASE	on a boat, train, aircraft, etc.
on	on fire	PREPOSITION; PHRASE	If something is on fire, it is burning when it should not be.
on	on display	PREPOSITION; PHRASE	If something is on display, it is there for people to look at.
on	on behalf of sb or on sb's behalf	PREPOSITION; PHRASE	If you do something on behalf of someone, you do it for them or instead of them.
on	on duty	PREPOSITION; PHRASE	If someone such as a doctor or a soldier is on duty, they are working.
on	on air	PREPOSITION; PHRASE	on television or radio
on	on hold	PREPOSITION; PHRASE	If a plan or activity is on hold, it will not be done until a later time.
on	on hold	PREPOSITION; PHRASE	waiting to speak to someone on the telephone
on	on the increase	PREPOSITION; PHRASE	If something is on the increase, it is happening more often.
on	on loan	PREPOSITION; PHRASE	If something is on loan, someone is borrowing it.
on	on location	PREPOSITION; PHRASE	If a film or television programme is made on location, it is made at a place suitable to the story.
on	be on the same wavelength	PREPOSITION; PHRASE	If two people are on the same wavelength, they have the same way of thinking and it is easy for them to understand each other.
on	(be) on the line	PREPOSITION; PHRASE	If someone's job, reputation, life, etc. is on the line, they may lose it.
on	on the face of it	PREPOSITION; PHRASE	used when you are describing how a situation seems on the surface
on	be on (good) form	PREPOSITION; PHRASE	If someone is in form or on form, they are feeling or performing well, and if they are off form they are not feeling or performing well.
on	on principle	PREPOSITION; PHRASE	If you refuse to do something on principle, you refuse to do it because you think it is morally wrong.
on	on the spur of the moment	PREPOSITION; PHRASE	If you do something on the spur of the moment, you do it suddenly, without planning it.
on		ADVERB	If you have something on, you are wearing it.
one	one by one	PRONOUN; PHRASE	separately, one after the other
open		ADJECTIVE	An open area of land has no buildings on it or near it.
open		ADJECTIVE	An open person is honest and does not hide their feelings.
open		VERB	If a business or activity opens, it starts officially for the first time, and if you open it, you make it start officially for the first time.
operate		VERB	If a machine operates, it does what it is designed to do, and if you operate it, you make it do what it is designed to do.
operate		VERB	If an organization or business operates, it is working, and if you operate it, you manage it and make it work.
opinion	in my humble opinion	NOUN; PHRASE	used to give your opinion about something, often when you are sure you are right
optional		ADJECTIVE	If something is optional, you can choose whether to do it, pay it, buy it, etc.
or		CONJUNCTION	used between possibilities, or before the last in a list of possibilities
or		CONJUNCTION	used to give someone a warning or advice
or		CONJUNCTION	used to change or correct something you have said
or	or two	CONJUNCTION; PHRASE	used to show a very small number, usually one or two
or	or else	CONJUNCTION; PHRASE	used to compare two different things or situations
order	out of order	NOUN; PHRASE	If a machine or system is out of order, it is not working as it should.
orthodox		ADJECTIVE	If ideas or methods are orthodox, most people think they are correct, usually because they have existed for a long time.
out	out loud	ADVERB; PHRASE	If you say or read something out loud, you say or read it so that other people can hear you.
out		ADVERB	If a light or fire is out, it is no longer shining or burning.
outgoing		ADJECTIVE	Someone who is outgoing is friendly, talks a lot, and enjoys meeting people.
outlet		NOUN	In business, an outlet is a shop that sells one type of product or the products of one company.
overdraft		NOUN	If you have an overdraft, you have taken more money out of your bank account than you had in it.
overdrawn		ADJECTIVE	If you are overdrawn, you have taken more money out of your bank account than you had in it.
overflow		VERB	If a container overflows, the things inside it start to come out because it is too full, and if the contents of a container overflow, they come our because it is too full.
overlap		VERB	If two subjects or activities overlap, they are the same in some way.
overworked		ADJECTIVE	Someone who is overworked has to work too much.
pain	a sharp pain	NOUN; PHRASE	a sudden, short, strong pain
paint		VERB	to produce a picture of something or someone using paint
paint		VERB	to cover a surface with paint in order to decorate it
painting		NOUN	the activity of painting pictures or painting surfaces
pale		ADJECTIVE	If your face is pale, it has less colour than usual because you are ill or frightened.
palm		NOUN	a palm tree
parcel	part and parcel	NOUN; PHRASE	If something is part and parcel of an experience, it is a necessary part of that experience and cannot be avoided.
part	part and parcel	NOUN; PHRASE	If something is part and parcel of an experience, it is a necessary part of that experience and cannot be avoided.
part		VERB	If two sides of something part, they become separated, and if you part them, you make them separate.
part		VERB	If two people part, or if one person parts from another, they leave each other.
part-time		ADVERB; ADJECTIVE	If you work part-time or do part-time work, you work for only some of the day or the week.
passive	the passive	NOUN; PHRASE	the passive form of a verb
passive		ADJECTIVE	A passive verb or sentence is one in which the subject does not do or cause the action but is affected by it.
past	the past	NOUN; PHRASE	the form of the verb which is used to show what happened in the past
pastry		NOUN	a small cake that is made with pastry
payable		ADJECTIVE	If a cheque is payable to a person, that person's name is written on the cheque and the money will be paid to them.
peel		VERB	If a layer or covering peels, it slowly comes off, and if you peel a layer or covering, you remove it slowly and carefully.
pence		NOUN	a plural form of 'penny'; a coin or unit of money with a value of one hundredth of a pound. We also say 'one pence' for a single penny.
people	the people	NOUN; PHRASE	all the ordinary people in a country
person	in person	NOUN; PHRASE	If you do something in person, you go somewhere to do it yourself.
perspective	in perspective	NOUN; PHRASE	when things are in perspective, you think about them in a sensible and realistic way, and understand how important or unimportant they really are
phone		VERB	to communicate with someone by phone
pick		VERB	If you pick flowers or fruit, you take them off a plant or tree.
picturesque		ADJECTIVE	A picturesque place is attractive to look at.
pin		VERB	to fasten something with a pin
pity	a pity	NOUN; PHRASE	If something is described as a pity, it is disappointing or not satisfactory.
place	in first/second/third, etc. place	NOUN; PHRASE	If you are in first/second/third, etc. place in a race or competition, that is your position.
place	in place	NOUN; PHRASE	If a rule, system, etc. is in place, it has started to exist.
place	fall into place	NOUN; PHRASE	When events or details that you did not understand before fall into place, they become easy to understand.
plain		ADJECTIVE	A plain person is not attractive to look at.
plant		VERB	to put a plant into the ground or into a container of earth so that it will grow
plastic		ADJECTIVE	made of plastic
plausible		ADJECTIVE	If something that someone says or writes is plausible, it could be true.
play		VERB	When children play, they spend time enjoying themselves with toys and games.
play		VERB	When you play a sport or game, you take part in it.
play		VERB	to be a particular character in a film or play
play	play sth by ear	VERB; PHRASE	to play a piece of music by remembering the notes
point	to the point	NOUN; PHRASE	If something someone says or writes is to the point, it expresses the most important things without extra details.
pointless		ADJECTIVE	Something that is pointless has no purpose.
poison		VERB	to put poison or a dangerous substance in something
poisonous		ADJECTIVE	A poisonous animal uses poison in order to defend itself.
poor	be poor in sth	ADJECTIVE; PHRASE	If something is poor in a particular substance, it has very little of the substance.
poor	the poor	NOUN; PHRASE	people who are poor
popular		ADJECTIVE	A popular belief, opinion, etc. is one that many people have.
position	be in position	NOUN; PHRASE	If someone or something is in position, they are in the place that they should be in.
positive		ADJECTIVE	A positive effect is good and makes something better.
positive		ADJECTIVE	If a medical test is positive, it shows that the person being tested has a disease or condition.
possessive		ADJECTIVE	in grammar, a possessive word or form of a word shows who or what something belongs to
possible		ADJECTIVE	If something is possible, it can happen or be done.
